EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,JobInvolvement,PerformanceRating,Mean_In_Time,Mean_Out_Time,Mean_Duration_Hours,Attrition_Yes
0.25220049272708844,-1.5735920058846058,1.7577486191538032,-0.6486681098094882,1.7037637576262845,-1.8684257522543597,-0.9614863916702531,-0.5600791270958274,-0.67846359583741,-1.1505541015749308,0.24198831185855807,-0.9361578208490684,0.9316033855643252,-0.4911735278257753,-0.058284890797371494,-0.3148734873096303,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.785510994007814,-0.42623001504290287,0.9778899763485317,1.6686300442761464,1.656182096801511,0
-0.6654597159581094,-1.5735920058846058,0.3362060901847455,-0.8676718124782865,0.8400041347276065,-0.8916882501868245,1.7496101475022634,-0.6070369091289034,-0.67846359583741,-0.3305890744344257,-0.9320143892374165,-0.16431548950994934,0.15570708143992978,0.48850772848886465,1.8042974890316739,1.086895217551534,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.785510994007814,-0.42623001504290287,1.0581170643146391,0.22717822525836126,0.21300604312929525,0
-1.5831199246433072,0.2413787659085449,-1.0853364387843123,-1.0866755151470848,1.5803695257836163,1.0617867539482457,-0.9614863916702531,-0.9130061676249642,-1.0794855041128393,-0.3305890744344257,0.24198831185855807,-0.6788770437360288,0.9316033855643252,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.37967212888114743,-0.42623001504290287,-0.08110758480466206,0.07807744409888871,0.07902612549092504,0
-0.6654597159581094,-1.5735920058846058,0.3362060901847455,-0.3201625558062908,1.3335810620982798,0.08504925188071055,0.8459113011114247,-0.1612566977922816,0.12358022071344858,1.036019304133083,0.24198831185855807,-0.5502366551795089,0.9316033855643252,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.0261667362455191,-0.42623001504290287,0.2558461846531537,-1.1136467966053527,-1.117668473222254,0
0.25220049272708844,1.1488641518051204,0.3362060901847455,-0.2106607044718917,0.09963874367159682,-1.8684257522543597,-0.9614863916702531,-0.1567946461058807,-0.67846359583741,-0.3305890744344257,0.24198831185855807,-1.322078986518628,-0.6201892226844656,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.37967212888114743,-0.42623001504290287,-1.0438326403983627,-1.142428224608557,-1.1287789096730283,0
-1.5831199246433072,0.2413787659085449,-1.0853364387843123,1.3223652142096962,-0.270543951856408,0.08504925188071055,0.8459113011114247,-0.2504977315202993,-0.2774416875619807,1.036019304133083,-0.9320143892374165,1.122088396055249,-0.6201892226844656,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-2.4320056013721856,-0.42623001504290287,1.362979998586094,-0.6659116496983112,-0.6846153249845519,0
-0.6654597159581094,0.2413787659085449,-1.0853364387843123,-0.8676718124782865,-0.8875151110697495,0.08504925188071055,-0.9614863916702531,-0.49846031809314856,-0.67846359583741,0.4893759527060795,2.5899937140505074,-0.6788770437360288,-0.6201892226844656,-0.16461310905422863,-0.3687152874355457,-0.5952272282818631,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37967212888114743,-0.42623001504290287,1.23461665784024,-0.6687248719843373,-0.685579522028445,0
0.25220049272708844,-1.5735920058846058,0.3362060901847455,0.008342998196906572,-0.14714972001373974,2.038524256015781,-0.05778754527941421,-0.22011328432242663,0.5246021289888778,-0.8772324258614291,-0.9320143892374165,0.2216056761596102,-0.6201892226844656,-0.0013328996684553085,1.1834366957553253,0.8065414765793012,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.37967212888114743,-0.42623001504290287,-0.11319841999112559,2.321297614634593,2.3237377037216436,0
1.1698607014122862,0.2413787659085449,-1.0853364387843123,-0.7581699611438873,-1.0109093429124179,-0.8916882501868245,-0.9614863916702531,-0.8492625721049515,2.128689762090595,1.855984331273588,-0.9320143892374165,-0.9361578208490684,0.15570708143992978,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0.37967212888114743,2.346151056253851,1.3790254161792745,-1.1393986006082204,-1.1584029726816538,0
0.25220049272708844,1.1488641518051204,-2.5068789677533703,-1.1961773664814839,-1.0109093429124179,0.08504925188071055,-0.05778754527941421,-0.8662608642436216,-0.67846359583741,1.855984331273588,-0.9320143892374165,-1.322078986518628,0.15570708143992978,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-2.4320056013721856,2.346151056253851,0.07934659112765557,0.7954491270359787,0.794664647934463,1
0.25220049272708844,1.1488641518051204,0.3362060901847455,-0.5391662584750891,-0.6407266473844129,1.0617867539482457,-0.05778754527941421,2.622213639914938,-0.67846359583741,1.036019304133083,-0.9320143892374165,-0.16431548950994934,0.15570708143992978,0.48850772848886465,0.5625759024789769,0.8065414765793012,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-2.4320056013721856,-0.42623001504290287,-1.348695574669715,0.020081784663853283,0.03832901148949397,0
-1.5831199246433072,-0.6661066199880306,0.3362060901847455,-0.10115885313749257,-1.0109093429124179,0.08504925188071055,-0.05778754527941421,-0.25368491129629994,0.12358022071344858,-0.6039107501479274,-0.9320143892374165,0.4788864532726499,1.7074996896887207,-0.32789331844000197,-0.6791456840737199,-0.8755809692540959,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0.37967212888114743,-0.42623001504290287,-1.0759234755848261,1.2234917179408205,1.2385917478655557,0
0.25220049272708844,0.2413787659085449,0.3362060901847455,1.3223652142096962,-0.3939381836990763,-0.8916882501868245,-0.05778754527941421,0.9000741676159292,-0.2774416875619807,-1.1505541015749308,2.5899937140505074,2.4084922816204473,0.15570708143992978,1.3049087754177313,-0.058284890797371494,2.2083101814404653,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.37967212888114743,-0.42623001504290287,-2.2151481247041276,0.5535120104375874,0.5836272154176115,0
-0.6654597159581094,0.2413787659085449,0.3362060901847455,0.5558522548689022,-0.6407266473844129,1.0617867539482457,-0.9614863916702531,0.5148503720233193,-0.67846359583741,-0.3305890744344257,-0.9320143892374165,1.122088396055249,0.9316033855643252,2.1213098223465976,2.7355886789461965,0.5261877356070683,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-2.4320056013721856,-0.42623001504290287,-1.3326501570765343,-0.6801941628427581,-0.6625474716318999,0
-1.5831199246433072,0.2413787659085449,0.3362060901847455,-0.3201625558062908,-1.0109093429124179,-0.8916882501868245,-0.05778754527941421,0.45004438324463975,-0.67846359583741,0.4893759527060795,0.24198831185855807,-0.8075174322925486,-1.3960855268088612,-0.32789331844000197,-0.6791456840737199,-1.1559347102263289,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.37967212888114743,-0.42623001504290287,-0.09715300239794512,-0.9786121268760165,-0.9776503694072952,0
-1.5831199246433072,-1.5735920058846058,0.3362060901847455,-1.1961773664814839,-0.8875151110697495,0.08504925188071055,-0.05778754527941421,-0.3573744933421872,1.3266459455397364,-0.3305890744344257,1.4159910129545328,-0.6788770437360288,-0.6201892226844656,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.37967212888114743,-0.42623001504290287,1.6678429328574462,0.41350010127912495,0.39127120930484527,1
-1.5831199246433072,1.1488641518051204,1.7577486191538032,-0.8676718124782865,-0.5173324155417446,-1.8684257522543597,-0.9614863916702531,-0.05501737192559384,-0.67846359583741,1.855984331273588,-0.9320143892374165,-0.6788770437360288,0.15570708143992978,-0.16461310905422863,-0.3687152874355457,-0.3148734873096303,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37967212888114743,2.346151056253851,1.23461665784024,-0.62652653769392,-0.6432687473295705,0
1.1698607014122862,0.2413787659085449,0.3362060901847455,1.4318670655440953,-0.5173324155417446,0.08504925188071055,-0.9614863916702531,-0.21883841241202637,-0.67846359583741,1.036019304133083,0.24198831185855807,1.122088396055249,-0.6201892226844656,2.1213098223465976,0.2521455058408027,1.086895217551534,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1.785510994007814,-0.42623001504290287,-1.1080143107712896,1.0252677476330148,1.0406079261846013,0
-0.6654597159581094,0.2413787659085449,1.7577486191538032,-0.3201625558062908,-0.6407266473844129,0.08504925188071055,-0.9614863916702531,-1.113798493513004,-0.2774416875619807,-0.3305890744344257,0.24198831185855807,-0.6788770437360288,2.483395993813116,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.37967212888114743,-0.42623001504290287,-0.03297133202501808,-0.8965958771525895,-0.8966247794085914,0
0.25220049272708844,-1.5735920058846058,0.3362060901847455,-0.6486681098094882,2.320734916839626,1.0617867539482457,-0.05778754527941421,-0.8307769294041478,-1.0794855041128393,1.5826626555600865,-0.9320143892374165,-0.9361578208490684,-0.6201892226844656,-0.6544537372115486,-0.3687152874355457,-0.5952272282818631,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.37967212888114743,2.346151056253851,-0.3699251014828338,0.3537732281296134,0.358827587221969,1
1.1698607014122862,-1.5735920058846058,0.3362060901847455,-0.6486681098094882,-0.8875151110697495,0.08504925188071055,0.8459113011114247,-0.9210803563908324,-1.0794855041128393,-0.3305890744344257,0.24198831185855807,-1.193438597962108,-0.6201892226844656,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0.37967212888114743,-0.42623001504290287,0.76929954763657,-1.1534647120383594,-1.1643498687864584,1
-1.5831199246433072,-1.5735920058846058,1.7577486191538032,-0.42966440714069,-1.0109093429124179,0.08504925188071055,-0.05778754527941421,-0.2881064528771068,1.7276678538151657,-1.1505541015749308,-0.9320143892374165,0.2216056761596102,-0.6201892226844656,0.32522751910309133,-0.3687152874355457,0.8065414765793012,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.37967212888114743,-0.42623001504290287,0.38420952539900777,-0.4488607302455508,-0.454170492635619,1
1.1698607014122862,0.2413787659085449,-2.5068789677533703,-0.6486681098094882,2.4441291486822943,0.08504925188071055,-0.05778754527941421,-0.8473502642393511,-0.67846359583741,-0.3305890744344257,-0.9320143892374165,-0.5502366551795089,0.15570708143992978,-0.0013328996684553085,1.4938670923934996,0.8065414765793012,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0261667362455191,-0.42623001504290287,-0.8031513764999375,-1.0011179051642396,-0.9908761272356995,1
0.25220049272708844,0.2413787659085449,-1.0853364387843123,-0.10115885313749257,-0.270543951856408,0.08504925188071055,-0.9614863916702531,0.5739194372051977,1.3266459455397364,2.1293060069870897,0.24198831185855807,0.7361672303856895,-0.6201892226844656,-0.0013328996684553085,1.4938670923934996,0.8065414765793012,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.37967212888114743,2.346151056253851,0.3681641078058273,0.11443293210294044,0.1094387608339152,0
1.1698607014122862,1.1488641518051204,0.3362060901847455,1.2128633628752972,-0.8875151110697495,-1.8684257522543597,-0.05778754527941421,-0.782756754112405,-0.67846359583741,1.3093409798465847,-0.9320143892374165,-0.035675100953429496,-0.6201892226844656,0.48850772848886465,-0.6791456840737199,1.086895217551534,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.0261667362455191,2.346151056253851,0.6569816244838964,-0.07188894391782329,-0.08074801928740691,0
0.25220049272708844,1.1488641518051204,-1.0853364387843123,0.22734670086570485,-0.5173324155417446,1.0617867539482457,-0.05778754527941421,-0.9344665114500351,-1.0794855041128393,1.3093409798465847,-0.9320143892374165,0.9934480074987293,0.15570708143992978,1.794749403575051,0.2521455058408027,0.8065414765793012,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.37967212888114743,2.346151056253851,-0.9796509700254356,-0.05609161877320801,-0.04309912425431592,0
-0.6654597159581094,1.1488641518051204,1.7577486191538032,0.11784484953130571,-0.7641208792270812,1.0617867539482457,-0.9614863916702531,-0.4277049270659345,-0.2774416875619807,1.5826626555600865,0.24198831185855807,-0.16431548950994934,-1.3960855268088612,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.37967212888114743,2.346151056253851,-0.658742618160903,-0.07600057648971002,-0.06715797060112023,0
0.25220049272708844,0.2413787659085449,0.3362060901847455,-0.9771736638126857,-1.0109093429124179,1.0617867539482457,2.6533089938931025,0.7634503945513686,-0.2774416875619807,-0.6039107501479274,-0.9320143892374165,-0.6788770437360288,-0.6201892226844656,-0.4911735278257753,-0.6791456840737199,-0.3148734873096303,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.37967212888114743,-0.42623001504290287,0.68907245967036,2.1620259529025603,2.1535269301652322,1
-0.6654597159581094,-1.5735920058846058,0.3362060901847455,0.4463504035345031,-0.270543951856408,0.08504925188071055,0.8459113011114247,-0.7906184642265399,-0.67846359583741,-0.3305890744344257,-0.9320143892374165,-0.16431548950994934,-0.6201892226844656,0.48850772848886465,-0.6791456840737199,0.8065414765793012,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.0261667362455191,-0.42623001504290287,-0.8673330468728645,-0.8126320120003759,-0.8012762118615623,0
1.1698607014122862,-0.6661066199880306,0.3362060901847455,0.11784484953130571,-0.8875151110697495,2.038524256015781,1.7496101475022634,0.41286061919129907,-1.0794855041128393,-0.3305890744344257,-0.9320143892374165,-0.5502366551795089,0.15570708143992978,-0.16461310905422863,-0.3687152874355457,-0.5952272282818631,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.0261667362455191,-0.42623001504290287,1.3308891633996305,0.18584549782518334,0.16804785634867656,0
1.1698607014122862,-1.5735920058846058,0.3362060901847455,1.7603726195472926,-1.0109093429124179,-0.8916882501868245,-0.9614863916702531,-0.5341567315843556,-0.67846359583741,-0.6039107501479274,-0.9320143892374165,-0.8075174322925486,-0.6201892226844656,-0.4911735278257753,-0.3687152874355457,-0.3148734873096303,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.37967212888114743,-0.42623001504290287,0.4965274485516814,-1.160605968610583,-1.1678441049626582,0
-0.6654597159581094,-1.5735920058846058,0.3362060901847455,0.11784484953130571,-0.8875151110697495,1.0617867539482457,-0.9614863916702531,0.8970994664916618,0.12358022071344858,0.7626976284195812,-0.9320143892374165,-0.035675100953429496,1.7074996896887207,-0.0013328996684553085,-0.3687152874355457,0.8065414765793012,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0261667362455191,-0.42623001504290287,0.6569816244838964,-0.8124156102860653,-0.8216095538503131,0
-1.5831199246433072,-0.6661066199880306,0.3362060901847455,0.008342998196906572,-1.0109093429124179,2.038524256015781,-0.05778754527941421,-0.051405234846126455,-0.67846359583741,-0.8772324258614291,-0.9320143892374165,-0.16431548950994934,-1.3960855268088612,0.48850772848886465,-0.6791456840737199,1.3672489585237668,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.37967212888114743,-0.42623001504290287,-2.4718748061958355,0.4288646229951219,0.4623418343327867,0
-0.6654597159581094,1.1488641518051204,-1.0853364387843123,0.5558522548689022,-0.02375548817107146,1.0617867539482457,-0.9614863916702531,0.5747693518121312,-0.67846359583741,-0.057267398720923963,0.24198831185855807,1.6366499502813285,-0.6201892226844656,2.774430659889691,3.666879868860719,1.3672489585237668,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1.785510994007814,-0.42623001504290287,1.2185712402469568,0.08651711095696997,0.07008665389010639,0
-0.6654597159581094,-0.6661066199880306,0.3362060901847455,0.33684855220010396,0.59321567104227,1.0617867539482457,-0.9614863916702531,-0.6703555473454493,0.12358022071344858,1.855984331273588,-0.9320143892374165,-0.5502366551795089,-0.6201892226844656,-0.4911735278257753,-0.6791456840737199,-0.3148734873096303,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-2.4320056013721856,2.346151056253851,-0.5464246950083319,-1.2333169446186865,-1.2265662262805803,0
-0.6654597159581094,1.1488641518051204,0.3362060901847455,0.5558522548689022,0.4698214391996017,1.0617867539482457,-0.05778754527941421,-0.8955829181828274,0.9256240372643071,0.21605427699257776,0.24198831185855807,-0.42159626662298905,0.9316033855643252,-0.8177339465973219,-0.058284890797371494,-0.5952272282818631,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.0261667362455191,-0.42623001504290287,-0.3699251014828338,0.19103913896861732,0.19612085756622416,0
1.1698607014122862,-1.5735920058846058,1.7577486191538032,0.7748559575377005,2.0739464531542895,-1.8684257522543597,-0.9614863916702531,0.9047486979540634,0.12358022071344858,-1.1505541015749308,0.24198831185855807,1.6366499502813285,1.7074996896887207,2.1213098223465976,3.666879868860719,3.6100788863016295,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1.0261667362455191,-0.42623001504290287,1.2827529106198838,0.1172461543889666,0.09997154567525877,0
0.25220049272708844,1.1488641518051204,-1.0853364387843123,-1.1961773664814839,-0.02375548817107146,0.08504925188071055,-0.05778754527941421,0.06545802360723008,-0.67846359583741,-1.1505541015749308,0.24198831185855807,-0.42159626662298905,0.9316033855643252,0.16194730971731802,-0.058284890797371494,-0.5952272282818631,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.37967212888114743,-0.42623001504290287,1.6678429328574462,0.7976131441790759,0.7756058892336711,0
1.1698607014122862,1.1488641518051204,0.3362060901847455,-1.0866755151470848,2.0739464531542895,1.0617867539482457,-0.9614863916702531,-0.39434577874379456,0.12358022071344858,0.4893759527060795,-0.9320143892374165,-0.42159626662298905,0.15570708143992978,-0.16461310905422863,-0.6791456840737199,-1.1559347102263289,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.785510994007814,-0.42623001504290287,1.6197066800776996,-0.24457751193707178,-0.2667285006726112,0
1.1698607014122862,1.1488641518051204,1.7577486191538032,0.7748559575377005,2.0739464531542895,0.08504925188071055,2.6533089938931025,-0.3705481697496565,-0.2774416875619807,1.5826626555600865,-0.9320143892374165,-0.29295587806646917,-0.6201892226844656,-0.4911735278257753,-0.3687152874355457,-0.3148734873096303,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.37967212888114743,2.346151056253851,-0.6266517829744394,0.5844574555838917,0.5930640005523428,0
-0.6654597159581094,-1.5735920058846058,0.3362060901847455,0.7748559575377005,1.0867925984129432,1.0617867539482457,-0.05778754527941421,-0.9314918103257679,2.5297116703660243,-0.057267398720923963,-0.9320143892374165,1.6366499502813285,0.15570708143992978,2.1213098223465976,0.2521455058408027,0.5261877356070683,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.37967212888114743,-0.42623001504290287,-1.1882413987373972,-1.143510233180107,-1.1280103342115304,1
-1.5831199246433072,0.2413787659085449,0.3362060901847455,-1.5246829204846812,-0.8875151110697495,1.0617867539482457,-0.05778754527941421,-0.332939448392849,-1.0794855041128393,1.036019304133083,0.24198831185855807,-0.8075174322925486,-0.6201892226844656,-0.4911735278257753,-0.3687152874355457,-0.5952272282818631,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.0261667362455191,-0.42623001504290287,0.7853449652297505,0.007314083519574729,-0.003250573205851379,0
0.25220049272708844,0.2413787659085449,0.3362060901847455,-0.6486681098094882,-0.6407266473844129,-1.8684257522543597,0.8459113011114247,0.6601857698089482,-1.0794855041128393,-1.1505541015749308,0.24198831185855807,-0.6788770437360288,-0.6201892226844656,-0.32789331844000197,-0.3687152874355457,-0.0345197463373974,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.0261667362455191,-0.42623001504290287,-0.2736525959234432,-1.310355954912987,-1.3072840383229825,0
-0.6654597159581094,-0.6661066199880306,-2.5068789677533703,0.8843578088720997,-1.0109093429124179,1.0617867539482457,-0.9614863916702531,-0.8335391518766817,2.128689762090595,0.4893759527060795,2.5899937140505074,1.122088396055249,0.15570708143992978,1.6314691941892778,-0.6791456840737199,3.049371404357164,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.37967212888114743,-0.42623001504290287,1.2667074930267035,-0.6221985034077226,-0.6394649943385587,0
